#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
747727	23385	5984	116961	111916	RP11-517F10.1	-	NCSTN	RFC4	ATAG1874	A1|RFC37	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.906	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P35249	-	NP_002907|NP_853551	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747756	23385	10284	116961	115573	RP11-517F10.1	GIG38	NCSTN	SAP18	ATAG1874	2HOR0202|SAP18P	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.904	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O00422	X6RAL5	NP_005861|NP_001353572	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747810	23385	51602	116961	119631	RP11-517F10.1	HSPC120	NCSTN	NOP58	ATAG1874	NOP5|NOP5/NOP58	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.902	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9Y2X3	-	NP_057018	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747814	23385	11198	116961	116367	RP11-517F10.1	-	NCSTN	SUPT16H	ATAG1874	CDC68|FACTP140|SPT16/CDC68	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.901	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9Y5B9	-	NP_009123	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747822	23385	7307	116961	113157	RP11-517F10.1	-	NCSTN	U2AF1	ATAG1874	FP793|RN|RNU2AF1|U2AF35|U2AFBP	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.901	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q01081	Q7Z780	NP_001020374|NP_001020375|NP_006749	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747964	23385	51491	116961	119568	RP11-517F10.1	CGI-117	NCSTN	NOP16	ATAG1874	HSPC111|HSPC185	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.894	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9Y3C1	B4E098|Q6PIM0	NP_001304904|NP_001243469|NP_001243468|NP_001278234|NP_001278235|NP_001278236|NP_001278237|NP_057475	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748379	23385	11001	116961	116194	RP11-517F10.1	-	NCSTN	SLC27A2	ATAG1874	ACSVL1|FACVL1|FATP2|HsT17226|VLACS|VLCS|hFACVL1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.875	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O14975	-	NP_003636|NP_001153101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748395	23385	55920	116961	121001	RP11-517F10.1	-	NCSTN	RCC2	ATAG1874	TD-60	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.874	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9P258	A0A024RAC5	NP_001129676|NP_061185	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748647	23385	10286	116961	115575	RP11-517F10.1	-	NCSTN	BCAS2	ATAG1874	DAM1|SPF27|Snt309	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.864	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O75934	B2R7W3	NP_005863	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748694	23385	4839	116961	110902	RP11-517F10.1	-	NCSTN	NOP2	ATAG1874	NOL1|NOP120|NSUN1|p120	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.862	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P46087	-	NP_001245238|NP_001245239|NP_001028886|NP_006161|NP_001245237	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748717	23385	56146	116961	121086	RP11-517F10.1	-	NCSTN	PCDHA2	ATAG1874	PCDH-ALPHA2	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.862	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9Y5H9	-	NP_061728|NP_113684|NP_113683	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748718	23385	7162	116961	113015	RP11-517F10.1	-	NCSTN	TPBG	ATAG1874	5T4|5T4AG|M6P1|WAIF1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.862	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q13641	-	NP_001159864|NP_006661	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748729	23385	2975	116961	109230	RP11-517F10.1	-	NCSTN	GTF3C1	ATAG1874	TFIIIC|TFIIIC220|TFIIICalpha	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.861	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q12789	-	NP_001511|NP_001273171	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748763	23385	6280	116961	112188	RP11-517F10.1	-	NCSTN	S100A9	ATAG1874	60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.861	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P06702	-	NP_002956	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748826	23385	6633	116961	112517	RP11-517F10.1	-	NCSTN	SNRPD2	ATAG1874	SMD2|SNRPD1|Sm-D2	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.858	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P62316	-	NP_808210|NP_001356680|NP_001356681|NP_001371576|NP_004588	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748901	23385	6749	116961	112627	RP11-517F10.1	-	NCSTN	SSRP1	ATAG1874	FACT|FACT80|T160	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.857	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q08945	A0A024R4Z6	NP_003137	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748908	23385	6201	116961	112115	RP11-517F10.1	-	NCSTN	RPS7	ATAG1874	DBA8|S7	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.856	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P62081	-	NP_001002	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748911	23385	3550	116961	109766	RP11-517F10.1	-	NCSTN	IK	ATAG1874	CSA2|RED	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.856	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q13123	Q9UK43|Q95HA6	NP_006074	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748935	23385	5977	116961	111909	RP11-517F10.1	-	NCSTN	DPF2	ATAG1874	REQ|UBID4|ubi-d4	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.856	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q92785	J3KMZ8|A0A024R582	NP_006259|NP_001317237	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748962	23385	8467	116961	114045	RP11-517F10.1	-	NCSTN	SMARCA5	ATAG1874	ISWI|SNF2H|WCRF135|hISWI|hSNF2H	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.855	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O60264	-	NP_003592	-	-	-	-	-	-	Homo sapiens	Homo sapiens
748963	23385	6598	116961	112482	RP11-517F10.1	-	NCSTN	SMARCB1	ATAG1874	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.855	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q12824	Q9H836	NP_001349806|NP_001304875|NP_001007469|NP_003064	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749000	4001	23385	110187	116961	-	RP11-517F10.1	LMNB1	NCSTN	ADLD|LMN|LMN2|LMNB	ATAG1874	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.853	-	Denoised score >= 0.75	-	BIOGRID	P20700	B4DZT3	NP_001185486|NP_005564	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749064	3920	23385	110114	116961	-	RP11-517F10.1	LAMP2	NCSTN	CD107b|LAMP-2|LAMPB|LGP110	ATAG1874	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.851	-	Denoised score >= 0.75	-	BIOGRID	P13473	-	NP_001116078|NP_002285|NP_054701	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749072	23385	9092	116961	114546	RP11-517F10.1	-	NCSTN	SART1	ATAG1874	Ara1|HOMS1|SART1259|SNRNP110|Snu66	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.85	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O43290	-	NP_005137	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749103	23385	51504	116961	119576	RP11-517F10.1	AD-001	NCSTN	TRMT112	ATAG1874	HSPC152|HSPC170|TRM112|TRMT11-2	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.849	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9UI30	F5GX77|A0A024R565	NP_001359001|NP_057488|NP_001273011|NP_001273013|NP_001359000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749114	23385	57418	116961	121517	RP11-517F10.1	-	NCSTN	WDR18	ATAG1874	Ipi3|R32184_1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.849	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9BV38	-	NP_077005	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749348	23385	26156	116961	117587	RP11-517F10.1	L12	NCSTN	RSL1D1	ATAG1874	CSIG|PBK1|UTP30	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.842	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O76021	-	NP_056474	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749350	23385	55234	116961	120528	RP11-517F10.1	RP11-54K16.3	NCSTN	SMU1	ATAG1874	BWD|SMU-1|fSAP57	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.842	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q2TAY7	A0MNN4	NP_060695	-	-	-	-	-	-	Homo sapiens	Homo sapiens
749585	23385	124245	116961	125858	RP11-517F10.1	-	NCSTN	ZC3H18	ATAG1874	NHN1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.836	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q86VM9	B4DTK7|E7ERS3	NP_653205|NP_001281269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751274	3192	23385	109433	116961	RP11-11N7.3	RP11-517F10.1	HNRNPU	NCSTN	HNRPU|SAF-A|U21.1|hnRNP U	ATAG1874	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.801	-	Denoised score >= 0.75	-	BIOGRID	Q00839	Q96BA7	NP_114032|NP_004492	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751672	23385	11031	116961	116221	RP11-517F10.1	-	NCSTN	RAB31	ATAG1874	Rab22B	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.793	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q13636	-	NP_006859	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751954	10514	23385	115770	116961	-	RP11-517F10.1	MYBBP1A	NCSTN	P160|PAP2	ATAG1874	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.788	-	Denoised score >= 0.75	-	BIOGRID	Q9BQG0	-	NP_001099008|NP_055335	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
752339	23385	6294	116961	112201	RP11-517F10.1	-	NCSTN	SAFB	ATAG1874	HAP|HET|SAF-B1|SAFB1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.782	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q15424	-	NP_001188267|NP_001307501|NP_001307500|NP_001188269|NP_001188268|NP_002958	-	-	-	-	-	-	Homo sapiens	Homo sapiens
753247	23385	81853	116961	123603	RP11-517F10.1	RP3-417M14.1	NCSTN	TMEM14B	ATAG1874	-	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.768	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9NUH8	A0A024QZV7|C9JQS0|A0A087WU83|C9JCY4	NP_001273418|NP_112231|NP_001121183|NP_001273413|NP_001273417	-	-	-	-	-	-	Homo sapiens	Homo sapiens
753612	10236	23385	115530	116961	-	RP11-517F10.1	HNRNPR	NCSTN	HNRPR|hnRNP-R	ATAG1874	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.763	-	Denoised score >= 0.75	-	BIOGRID	O43390	B4DMB1|Q0VGD6|B4DT28|Q6MZS5|B4DMD1	NP_001095868|NP_001095869|NP_001284549|NP_001095867|NP_001284550|NP_001284551|NP_005817	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796499	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796504	5663	23385	111642	116961	-	RP11-517F10.1	PSEN1	NCSTN	AD3|FAD|PS-1|PS1|S182	ATAG1874	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796509	5664	23385	111643	116961	-	RP11-517F10.1	PSEN2	NCSTN	AD3L|AD4|CMD1V|PS2|STM2	ATAG1874	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49810	-	NP_036618|NP_000438	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
796514	83464	23385	123659	116961	UNQ688/PRO1328	RP11-517F10.1	APH1B	NCSTN	APH-1B|PRO1328|PSFL|TAAV688	ATAG1874	Affinity Capture-Western	physical	Hebert SS (2004)	PUBMED:15474363	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WW43	-	NP_112591|NP_001139118	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950746	23385	11160	116961	116331	RP11-517F10.1	UNQ2441	NCSTN	ERLIN2	ATAG1874	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-MS	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950750	23385	11160	116961	116331	RP11-517F10.1	UNQ2441	NCSTN	ERLIN2	ATAG1874	C8orf2|Erlin-2|NET32|SPFH2|SPG18	Affinity Capture-Western	physical	Teranishi Y (2012)	PUBMED:22771797	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O94905	-	NP_009106|NP_001003791|NP_001003790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032040	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Suzuki Y (2009)	PUBMED:19376115	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059521	51107	23385	119296	116961	RP4-790G17.3	RP11-517F10.1	APH1A	NCSTN	6530402N02Rik|APH-1|APH-1A|CGI-78	ATAG1874	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96BI3	B4DUG7	NP_001071096|NP_001230700|NP_001230701|NP_057106	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059522	5663	23385	111642	116961	-	RP11-517F10.1	PSEN1	NCSTN	AD3|FAD|PS-1|PS1|S182	ATAG1874	Co-fractionation	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1059523	5663	23385	111642	116961	-	RP11-517F10.1	PSEN1	NCSTN	AD3|FAD|PS-1|PS1|S182	ATAG1874	Affinity Capture-Western	physical	Sato T (2007)	PUBMED:17911105	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P49768	A0A024R6A3	NP_000012|NP_015557	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1104861	55851	23385	120953	116961	MDS033	RP11-517F10.1	PSENEN	NCSTN	MSTP064|PEN-2|PEN2	ATAG1874	Affinity Capture-Western	physical	Yonemura Y (2011)	PUBMED:22074918	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZ42	-	NP_758844|NP_001268461	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1105133	54103	23385	119901	116961	tcag7.1314	RP11-517F10.1	GSAP	NCSTN	PION	ATAG1874	Affinity Capture-Western	physical	He G (2010)	PUBMED:20811458	9606	9606	Low Throughput	-	-	-	-	BIOGRID	A4D1B5	-	NP_059135	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1254120	3958	23385	110149	116961	-	RP11-517F10.1	LGALS3	NCSTN	CBP35|GAL3|GALBP|GALIG|L31|LGALS2|MAC2	ATAG1874	Affinity Capture-MS	physical	Carvalho RS (2014)	PUBMED:24755837	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P17931	A0A024R693	NP_002297|NP_001170859	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1263123	23385	3185	116961	109426	RP11-517F10.1	-	NCSTN	HNRNPF	ATAG1874	HNRPF|OK/SW-cl.23|mcs94-1	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.090771827	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P52597	A0A024R7T3	NP_001091678|NP_004957|NP_001091677|NP_001091676|NP_001091675|NP_001091674	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1265280	10657	23385	115900	116961	-	RP11-517F10.1	KHDRBS1	NCSTN	Sam68|p62|p68	ATAG1874	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.071153139	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	Q07666	-	NP_006550|NP_001258807	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1275526	4914	23385	110969	116961	-	RP11-517F10.1	NTRK1	NCSTN	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	ATAG1874	Affinity Capture-MS	physical	Emdal KB (2015)	PUBMED:25921289	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04629	X5DR71	NP_001007793|NP_002520|NP_001012331	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1428495	2130	23385	108431	116961	AC002059.7	RP11-517F10.1	EWSR1	NCSTN	EWS|bK984G1.4	ATAG1874	Proximity Label-MS	physical	Elzi DJ (2014)	PUBMED:24999758	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q01844	-	NP_001156758|NP_001156759|NP_005234|NP_053733|NP_001156757	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443091	23385	226	116961	106728	RP11-517F10.1	-	NCSTN	ALDOA	ATAG1874	ALDA|GSD12|HEL-S-87p	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P04075	V9HWN7	NP_001121089|NP_908932|NP_908930|NP_001230106|NP_000025	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443103	23385	292	116961	106789	RP11-517F10.1	-	NCSTN	SLC25A5	ATAG1874	2F1|AAC2|ANT2|T2|T3	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P05141	Q6NVC0	NP_001143	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443180	23385	476	116961	106966	RP11-517F10.1	RP4-655J12.1	NCSTN	ATP1A1	ATAG1874	-	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P05023	-	NP_001153705|NP_001153706|NP_000692	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443193	23385	488	116961	106978	RP11-517F10.1	-	NCSTN	ATP2A2	ATAG1874	ATP2B|DAR|DD|SERCA2	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P16615	-	NP_001672|NP_733765	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443208	23385	498	116961	106987	RP11-517F10.1	-	NCSTN	ATP5A1	ATAG1874	ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P25705	V9HW26	NP_001001935|NP_004037|NP_001244263|NP_001244264|NP_001001937	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443351	23385	682	116961	107147	RP11-517F10.1	UNQ6505/PRO21383	NCSTN	BSG	ATAG1874	5F7|CD147|EMMPRIN|M6|OK|TCSF	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	-	-	-	-	-	-	Homo sapiens	Homo sapiens
